Price,Close,High,Low,Open,Volume
Ticker,RTX,RTX,RTX,RTX,RTX
Date,,,,,
2015-01-02,55.3545036315918,55.643207800968675,54.75784523709279,55.40262293760468,4989619
2015-01-05,54.43064498901367,55.556592379007284,54.29591210330458,55.118723625490325,7572062
2015-01-06,53.6607780456543,54.3921695595592,53.04006272027331,54.02166420383808,9172185
2015-01-07,54.242977142333984,54.53649376736656,53.90134122084307,54.06013081581121,4929396
2015-01-08,55.166839599609375,55.335248404891715,54.51724944586391,54.81557861523522,6196941
2015-01-09,54.86370086669922,55.39780822553374,54.55574665379644,55.30156961732662,6078084
2015-01-12,55.070621490478516,55.21497944874842,54.382542639479,55.07543400575603,7970742
2015-01-13,55.01767349243164,56.22061516360134,54.61348653758931,55.59026924789599,6668080
2015-01-14,54.62311935424805,54.93588613342974,54.19006304462815,54.454710511623965,5575483
2015-01-15,54.62311935424805,55.18609605676451,54.40177868488441,54.93588613342974,5038083
2015-01-16,55.88862228393555,55.98004256711357,54.449901994107904,54.46433953882878,9173615
2015-01-20,56.552635192871094,56.64886797538956,55.76831789028653,56.09551635086986,8685474
2015-01-21,57.274391174316406,57.404311545592776,56.39384115794881,56.470829711294066,11405206
2015-01-22,57.9576530456543,58.068323342669146,57.14446669657347,57.625642154609736,10428448
2015-01-23,57.731502532958984,58.19824630657087,57.707445800648294,57.919161378360286,6830158
2015-01-26,57.139678955078125,57.702655710047765,56.91352575008985,57.659348908380636,9047607
2015-01-27,57.33694076538086,57.91434900906554,55.34005697815638,56.05701060296756,11644351
2015-01-28,56.25911331176758,57.442805011047035,56.19655646721424,57.442805011047035,6898008
2015-01-29,56.03296661376953,56.31204577279295,55.080234628327894,56.239869725917885,10056145
2015-01-30,55.229400634765625,55.92710438334113,55.157224586063016,55.34488347935996,7346106
2015-02-02,56.09552764892578,56.15326616339573,54.87815382979431,55.417068020469856,5588354
2015-02-03,57.20702362060547,57.51016529888985,56.01851947453787,56.576683530316366,7136994
2015-02-04,56.67772674560547,57.25995334722709,56.5141304622423,57.139658016311934,5098148
2015-02-05,57.794063568115234,57.91435891724649,56.740292176438125,56.903888484574395,7448120
2015-02-06,57.64970016479492,58.23192674028024,57.44279710492228,57.74112624552412,4496234
2015-02-09,57.4139404296875,57.71226963560213,57.21665651931965,57.47167893189983,4068952
2015-02-10,57.45243835449219,57.84700036691375,57.221472664286544,57.688210725728524,4067840
2015-02-11,57.41857147216797,57.59756475898876,57.07025593161837,57.331491120833924,4302376
2015-02-12,57.85394287109375,58.03293610028119,57.48144107057473,57.65076326978412,4603333
2015-02-13,58.657020568847656,58.71990867517023,57.73301758094981,57.73301758094981,6041537
2015-02-17,58.69086837768555,58.97145142251469,58.328043452549586,58.53606151235153,5150267
2015-02-18,59.014984130859375,59.339113163498176,58.540892564256836,58.69086096300485,5522093
2015-02-19,59.46006774902344,59.50360791984858,58.816659677806705,58.816659677806705,5413723
