Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2015-01-02,65.55575561523438,65.96167182604036,65.17882867932,65.84569260569944,7251400
2015-01-05,65.24407958984375,65.96168316594184,65.1281003495641,65.403548280131,8626100
2015-01-06,64.94688415527344,65.64274297659276,64.7004365755162,65.46152956905561,7791200
2015-01-07,65.28755950927734,65.50501778796021,64.91788264759397,65.19333053795144,5986600
2015-01-08,66.0341567993164,66.12839129942736,65.33104797630546,65.5847511410408,6823300
2015-01-09,65.41801452636719,66.09212835986874,65.32378558218453,66.09212835986874,4872800
2015-01-12,65.17882537841797,65.68622614642237,64.88163831918386,65.58474709886015,5250900
2015-01-13,65.45428466796875,66.32410680746433,65.07010760066066,65.80221131168926,6727100
2015-01-14,65.22954559326172,65.35277485470381,64.82362952317018,65.04108772082876,6418200
2015-01-15,65.1353530883789,65.59925900800891,64.75842607230778,65.59200892264741,6768200
2015-01-16,66.14288330078125,66.20811746269464,65.14258744008839,65.20057151839137,8815700
2015-01-20,66.09937286376953,66.5342837289612,65.59922232719367,66.14286229123118,9869900
2015-01-21,66.23373413085938,66.56953767912489,65.4307195920419,65.99282976921413,6974500
2015-01-22,66.8834228515625,66.93452325592898,65.60590717287408,66.46001631851087,7211200
2015-01-23,65.75920104980469,66.56951134973578,65.66429633119293,66.55490805324516,6745700
2015-01-26,65.3941879272461,65.66428761167292,64.78097765516017,65.66428761167292,9371700
2015-01-27,63.138465881347656,63.66407316115701,62.795360819831785,63.58377173954582,14417400
2015-01-28,62.16025924682617,63.445076476451284,62.05805844589842,63.240669305069844,14033400
2015-01-29,62.53987121582031,62.861076965888465,62.16026897717079,62.62017265333735,12054500
2015-01-30,61.53245162963867,62.21136013802897,61.50325060492526,62.1164554153289,14685300
2015-02-02,62.13833999633789,62.15293771914748,61.08712572927478,61.74413464618923,10278700
2015-02-03,62.74425506591797,62.78075773427125,62.13835198574034,62.744255065917976,10747900
2015-02-04,62.627471923828125,63.131179909203865,62.452271325686105,62.700471708926756,9212800
2015-02-05,63.291786193847656,63.35018825802827,62.853781851547886,62.95598267910025,6531300
2015-02-06,62.49607467651367,63.22608372021127,62.16027118475601,63.189581040215586,8429800
2015-02-09,62.08726119995117,62.36466258597897,61.751452193804255,62.27705951008941,8811500
2015-02-10,62.33545684814453,62.4668586672819,61.91935201579718,62.29165809827397,7059300
2015-02-11,62.517967224121094,62.926770461665065,62.160264391270125,62.74426822068631,7184600
2015-02-12,62.80267333984375,62.890276424818914,62.35007132462212,62.82457271870587,6074600
2015-02-13,62.70777893066406,62.890281194391534,62.41577419479469,62.802678102772596,6272000
2015-02-17,62.408470153808594,62.824575076384484,62.05076729007451,62.824575076384484,10310400
2015-02-18,62.970577239990234,63.06547640396678,62.43036657558854,62.60557274381285,8132300
2015-02-19,62.204078674316406,62.99979153976435,62.08728010708832,62.861088019748706,7271600
2015-02-20,61.955848693847656,62.08725050027409,61.459442488406154,62.01424516485097,9581300
2015-02-23,62.33545684814453,62.41575826925768,61.79525184481347,62.0215528118456,7919200
2015-02-24,62.41576385498047,62.590964439667474,62.05806103679937,62.42306550378756,6502200
2015-02-25,62.38657760620117,62.63478359869698,62.22597471156168,62.56177823238631,5975800
2015-02-26,62.17486572265625,62.605573932477064,61.97046409204029,62.35736797421003,7964500
2015-02-27,62.14567184448242,62.32817411703473,61.736868536214004,62.06537039899722,7685000
2015-03-02,62.350059509277344,62.350059509277344,61.93394911164333,62.14565234973716,7235200
2015-03-03,62.16758346557617,62.37198514164072,61.71497577605614,62.306281420318285,6095600
2015-03-04,61.57621765136719,62.22592478969499,61.47401690395762,62.07992531325933,7370000
2015-03-05,61.78068161010742,61.87558637831565,61.3864759417383,61.77338552757499,5914200
2015-03-06,60.3425407409668,61.59085534114031,60.1308374832261,61.568950394869645,11338700
2015-03-09,60.65644454956055,60.74404763374228,60.35714375861121,60.437445193396144,7326700
2015-03-10,59.524925231933594,60.50313446578725,59.524925231933594,60.20383371868494,9681400
2015-03-11,59.415409088134766,59.700112042476256,58.992002695182215,59.51760986305097,10066600
2015-03-12,59.92642593383789,59.948330878510866,59.5030250187644,59.56142149598182,6951100
2015-03-13,59.73664474487305,60.06514660521664,59.24023834443625,59.846147221496686,7492500
2015-03-16,60.99955368041992,61.2842567608324,59.85343970889284,59.91914341873333,15618300
2015-03-17,60.481239318847656,60.860847085036774,60.17463690198226,60.85354543619916,7509300
2015-03-18,61.138248443603516,61.357253352406005,59.875330532624716,60.488540935555974,12607900
2015-03-19,60.86812973022461,61.13823498233976,60.67833145854637,60.92653176898329,9257500
2015-03-20,61.8609504699707,61.897453141508535,61.15284097053228,61.31344381405758,22580300
2015-03-23,61.948551177978516,62.08725464110294,61.583546754619945,61.59084840255426,9891100
