Price,Close,High,Low,Open,Volume
Ticker,PEP,PEP,PEP,PEP,PEP
Date,,,,,
2015-01-02,66.58292388916016,67.2174455278853,66.30796307799444,66.92838650696832,3545700
2015-01-05,66.08234405517578,67.01298174707819,66.07529226189725,66.58996021344252,6441000
2015-01-06,65.5818099975586,66.70986095501385,65.52541175284232,66.32914456371454,6195000
2015-01-07,67.49945831298828,67.84492631065866,66.5758722719458,67.06939029869909,6526300
2015-01-08,68.72620391845703,69.02936649171116,68.16217877507275,68.20447877819672,7131600
2015-01-09,68.26091766357422,68.86019132644374,68.09875860284836,68.77559127645216,4061500
2015-01-12,67.97889709472656,68.62752250482549,67.81674343167411,68.35256161621955,4192700
2015-01-13,67.92951965332031,68.73325200589214,67.55585527278426,68.15512864037657,5371300
2015-01-14,68.15514373779297,68.2468009390191,67.3020593984232,67.3020593984232,5127800
2015-01-15,68.15514373779297,68.61341360709243,67.95068470752263,68.48650818757787,4424000
2015-01-16,68.59227752685547,68.69098116441317,67.9224966960626,68.14811115784575,4404400
2015-01-20,68.74738311767578,69.32550671465509,68.26796315586772,69.32550671465509,7029500
2015-01-21,68.66980743408203,69.24793084534937,68.10578223233405,68.40189304272741,5031100
2015-01-22,69.72737121582031,69.79787304209412,68.41601680713813,68.72623129747636,7620400
2015-01-23,69.46647644042969,69.79078899457592,69.16331388649746,69.34662285325561,4857700
2015-01-26,69.57930755615234,69.76261120704433,68.86017502776595,69.22679308743774,4298700
2015-01-27,68.19039916992188,69.12808894051436,67.15400577915585,68.84607629189973,7365300
2015-01-28,67.4853744506836,68.9306806242741,67.44307443338114,68.53586611893336,6280100
2015-01-29,67.70391845703125,68.02118466151833,66.88608780194707,67.48536123849846,4600300
2015-01-30,66.11760711669922,67.21040402584603,65.96249990338099,67.0552968125278,7741500
2015-02-02,67.21041870117188,67.28797232476474,65.99071611289328,66.17402516674412,6889500
2015-02-03,67.82376098632812,68.07757175686852,67.3866466206859,67.69685560105793,5090400
2015-02-04,68.10578155517578,68.57814956405088,67.70391535108247,67.70391535108247,5064700
2015-02-05,68.11285400390625,68.54997393241433,67.97185035158469,68.54997393241433,4466200
2015-02-06,68.18333435058594,68.43009335388558,67.92952355320836,68.16218434729495,4629200
2015-02-09,67.66162872314453,68.324357652813,67.39371428147737,68.0916968099791,4217100
2015-02-10,69.08576965332031,69.1633232505664,67.95067287065595,68.19743725040777,6797400
2015-02-11,70.78489685058594,71.03870766415764,69.93885901236588,70.53813783154212,9736400
2015-02-12,70.69324493408203,70.8554039466653,70.0657696478549,70.53814309549648,9062300
2015-02-13,69.88949584960938,70.60862816416498,69.75554404900966,70.60862816416498,5643000
2015-02-17,69.34663391113281,69.59339291788069,69.09282311020844,69.41008392189244,5877800
2015-02-18,70.030517578125,70.14331939806783,69.20563510730759,69.26203332780736,3472500
2015-02-19,69.60043334960938,70.22085666228162,69.46647617683956,70.00935128200206,4186300
2015-02-20,69.8401870727539,69.84723887047932,68.97300421562528,69.24796515851442,3945500
2015-02-23,70.11511993408203,70.1362753187854,69.61455007497186,69.91066629244077,3075700
2015-02-24,70.2068099975586,70.48177095904427,69.89659542400717,70.11515275776604,3389900
2015-02-25,70.150390625,70.37599970632462,69.73442606650406,70.27729606942916,3366100
2015-02-26,69.84720611572266,70.05166512231378,69.78375610278563,69.9036097131843,5722000
2015-02-27,69.78375244140625,70.05871324092637,69.77670064735776,69.95295784597029,6461700
2015-03-02,69.7978744506836,70.00938531271807,69.60751897800829,69.78377623672213,3613600
2015-03-03,69.37481689453125,69.76257940599064,69.17740974266952,69.67092762232383,4148100
2015-03-04,69.10159301757812,69.44937067523443,68.93125371392854,69.35710468054691,3884200
2015-03-05,69.00931549072266,69.43516638617696,68.99511739238102,69.34289499192012,3537200
2015-03-06,68.25697326660156,68.95253388019214,68.09373304069985,68.84606980265437,6466100
2015-03-09,68.16470336914062,68.49118921716487,68.11502085781058,68.13631258909666,4810500
2015-03-10,67.02202606201172,67.85243639260726,67.02202606201172,67.69628974959141,5390300
2015-03-11,66.45419311523438,67.16394634672673,66.32643731696625,67.04328959697001,4637300
2015-03-12,67.9305191040039,67.96600895140945,66.60327786989717,66.6884502546762,4455000
2015-03-13,66.94392395019531,67.84530816314613,66.67421967415203,67.34848307175393,4703800
2015-03-16,67.74595642089844,67.80273798960987,67.0575002064789,67.1142763602019,4687400
2015-03-17,66.80909729003906,67.63241397738608,66.75941475993983,67.38400132688987,4507400
2015-03-18,67.17107391357422,67.46207546122847,65.46766435179082,66.70973303423854,7692100
2015-03-19,66.78779602050781,67.12848004613888,66.50389356831342,67.02201594969236,4386400
2015-03-20,67.66789245605469,67.76726292250736,66.78779967952553,66.85877394271529,8810400
2015-03-23,68.02987670898438,68.22151319994765,67.66790088215694,67.76017230928366,4739400
2015-03-24,68.03693389892578,68.95961511254656,68.00144407725324,68.64022296245328,7118600
2015-03-25,67.61109924316406,68.44860833355972,67.58980751107576,68.44150928453436,4965600
2015-03-26,67.87374114990234,68.1221592650671,67.27755066948468,67.60403670614065,5077700
2015-03-27,68.10083770751953,68.2498906892124,67.55432996293787,67.6253042211319,4245600
2015-03-30,68.50542449951172,68.61898769030641,67.8169679615351,68.33508512831067,5021200
2015-03-31,67.86661529541016,68.55507147622434,67.86661529541016,68.29246620998215,4397600
2015-04-01,67.49046325683594,67.62531816570429,66.83749128282379,67.54015120430526,4241200
2015-04-02,67.91630554199219,68.08664484421112,67.2704273396377,67.2704273396377,3586200
2015-04-06,68.47701263427734,68.90995724052163,67.8027436334277,67.8027436334277,4861800
2015-04-07,68.28538513183594,68.75382505164085,68.27119244410986,68.61187109943198,3376600
2015-04-08,68.15760803222656,68.562167193657,67.91629451119236,68.2072905462623,3879100
2015-04-09,68.38473510742188,68.58346518169127,67.88081087195636,68.01566574306277,3487000
2015-04-10,68.27827453613281,68.5053954062763,68.24279011532242,68.33505610741585,2704900
2015-04-13,67.80274200439453,68.33505705886009,67.76725758309009,68.14342602184753,3772900
2015-04-14,68.48411560058594,68.70414287388887,67.70338781190326,67.90211793102362,4501700
2015-04-15,68.58345031738281,69.05898908059201,68.49118435003723,68.66152360320878,3508700
2015-04-16,68.4556884765625,68.78927332017139,68.28534923843827,68.51247002759949,3699000
2015-04-17,68.00147247314453,68.22149971241697,67.68208560466897,68.0227642090444,4991600
2015-04-20,68.49121856689453,68.80351186621394,68.3066811250249,68.32087922862483,4468600
2015-04-21,68.68993377685547,69.2435405672225,68.5195944755861,68.98802890782406,4184300
2015-04-22,69.0448226928711,69.30033439746559,68.61897165687682,69.02353095331983,5293600
2015-04-23,67.9447250366211,69.1584032308458,67.7459894492411,68.61188984178519,7827700
2015-04-24,67.5472412109375,67.93050876160511,67.07880670344795,67.93050876160511,5381700
2015-04-27,67.06460571289062,67.61821256835377,67.04331397460194,67.54723830239504,5348500
2015-04-28,67.01490783691406,67.26332041837077,66.73100542311147,67.2420286849585,5065900
2015-04-29,66.98653411865234,67.0504147501507,66.19161365548727,66.8729763731957,4963600
2015-04-30,67.51173400878906,67.66078154793578,66.54646911384934,66.83037150912358,6714400
2015-05-01,67.82403564453125,67.86662453227666,67.25623615281863,67.54013860616939,4622300
2015-05-04,68.10083770751953,68.31376589709039,67.61111153548862,67.74596100156062,3729400
2015-05-05,67.72467803955078,68.2569931674523,67.59692219225485,68.15052905887408,3502800
2015-05-06,67.76728057861328,68.11505834934563,67.39110659721966,68.07956850100962,3376400
2015-05-07,67.53304290771484,67.90211232489736,67.39108896649913,67.53304290771484,3157400
2015-05-08,68.52670288085938,68.56928635824286,67.81694937785716,68.07246107213712,5231600
2015-05-11,68.38473510742188,68.91705012706707,68.22149486712418,68.3279535390625,3070300
2015-05-12,68.27827453613281,68.40603036402533,67.42657262684186,68.13632602291388,4229900
2015-05-13,68.42733764648438,68.81769882313128,68.25699290741242,68.327967174531,3739800
2015-05-14,69.55583190917969,69.55583190917969,68.66154112557915,68.73251538126426,4018500
2015-05-15,69.71198272705078,69.86812934797298,69.378397748715,69.43517932268469,3809500
2015-05-18,69.59131622314453,69.79004628929106,69.3216064919558,69.56292544012528,3328300
2015-05-19,69.52034759521484,69.79715100486281,69.25064323619578,69.51325395957497,3323900
2015-05-20,69.33580017089844,69.7900418402727,69.32870112184914,69.55582195653628,2789800
2015-05-21,68.98802947998047,69.40678680885208,68.77510670537507,69.12998341137288,3406100
2015-05-22,68.32086181640625,68.99512536083259,68.29957008142267,68.99512536083259,3311100
2015-05-26,67.98728942871094,68.33506713270039,67.78146026084262,68.17892049397342,3806200
2015-05-27,68.40604400634766,68.54799796286535,67.93051043574029,68.12924055987533,4028200
2015-05-28,68.88865661621094,69.1228765151814,68.08663730108599,68.52668631597096,5321700
2015-05-29,68.44151306152344,69.01641151958474,68.09373544991742,68.99511978632144,5731700
2015-06-01,68.11504364013672,68.55508734052992,67.88082368767552,68.55508734052992,4407000
2015-06-02,68.17179870605469,68.38472142230975,67.68916630156096,67.87369823931789,3959800
2015-06-03,68.13821411132812,68.63870246819312,68.03096504773877,68.5100046828687,3248800
2015-06-04,67.308837890625,68.36702045569074,67.29454055882938,67.93087819457394,4793700
2015-06-05,66.52948760986328,67.19442518913392,66.42223855741703,67.11577624766757,4741200
2015-06-08,66.37934875488281,66.78689632553811,66.30785119078897,66.70824736856054,4466600
2015-06-09,66.54376983642578,66.72251639830023,66.29352574078398,66.35072594976272,3411900
2015-06-10,66.987060546875,67.26590473565557,66.58666455523442,66.7582651751855,3892000
2015-06-11,67.27308654785156,67.41608714074141,67.13009140987657,67.20874037223727,3020100
2015-06-12,67.02281188964844,67.25875866957222,66.80831928010059,67.18010974293095,3748500
2015-06-15,66.23634338378906,66.79403193435934,66.16484583075173,66.68678287734652,7203000
2015-06-16,66.88700103759766,67.00139606119043,66.1934631376604,66.32930688724461,2728700
2015-06-17,67.24447631835938,67.40176875175568,66.67248498903493,66.90128042978199,3108900
2015-06-18,68.08816528320312,68.29550656327453,67.29452984943339,67.44467635650956,4035400
2015-06-19,67.82362365722656,68.14536541843364,67.72352597796595,67.83792098787191,5463300
2015-06-22,68.35269927978516,68.55289460055357,67.92370852743666,67.92370852743666,3626700
2015-06-23,68.35269927978516,68.45279694016936,68.02380618782087,68.35985067121642,3679900
2015-06-24,68.13104248046875,68.4742328361116,68.10959376510512,68.10959376510512,4742000
2015-06-25,67.80216217041016,68.63154356457362,67.80216217041016,68.45994835455934,4426400
2015-06-26,67.859375,68.24546293053706,67.80217476772992,67.99521873299845,5119600
2015-06-29,66.987060546875,67.75209558235974,66.93701172978392,67.49470010734507,3625600
2015-06-30,66.7368392944336,67.70922140000819,66.67964451845187,67.57337767027306,4188500
2015-07-01,67.58052825927734,67.61627976977654,66.8869958678587,67.06574251052544,4808600
2015-07-02,67.6806411743164,67.90943669178328,67.35889389809037,67.63773826453702,3209600
2015-07-06,67.49472045898438,67.86651100449359,67.21587618612406,67.23732490635739,4952400
2015-07-07,68.92469024658203,69.11058823848532,67.59481510241496,67.76641031152619,7724800
2015-07-08,68.35985565185547,68.83889526929848,68.2883580970737,68.43135320663724,6055100
2015-07-09,67.63056182861328,69.60392584540273,67.26592268745492,69.5967744539349,9932300
2015-07-10,68.31696319580078,68.8317489007473,67.93086982590526,68.22401145837838,7233600
2015-07-13,69.5110092163086,69.70405322894912,68.75312504494958,68.85322274852848,7263800
2015-07-14,69.44660949707031,69.69685903768364,69.1606193733613,69.63965883097706,4479400
2015-07-15,68.8889389038086,69.59677391607835,68.86749018448427,69.403729987246,5464700
2015-07-16,69.28217315673828,69.59676341756217,69.26072444064944,69.41801684360512,4253000
2015-07-17,69.19638061523438,69.2249807248717,68.67444361536438,69.02478541232358,3573300
2015-07-20,69.57533264160156,69.69688448896827,69.2106934642433,69.41088880590995,3391800
2015-07-21,69.3036117553711,69.69685634263287,69.23926016158656,69.69685634263287,3065400
2015-07-22,69.47523498535156,69.69688450359811,69.21069347877109,69.36798592231794,3371300
2015-07-23,69.2607421875,69.61823542701549,68.9675951127386,69.35368846600501,2742900
2015-07-24,68.76741790771484,69.27505778711915,68.70306627107507,69.11775984746126,3631700
2015-07-27,68.39559936523438,68.9389850836056,68.15965255191065,68.66014083328236,4783400
2015-07-28,68.71734619140625,68.80314652673482,68.38130169667798,68.80314652673482,4937100
2015-07-29,69.01763916015625,69.18923437584381,68.67444872878112,68.76739500083822,3851100
2015-07-30,69.0891342163086,69.26788081720913,68.74594379733104,68.76739251665296,3380700
2015-07-31,68.8889389038086,69.47522753663156,68.78168985227357,69.47522753663156,5049600
2015-08-03,69.6754379272461,69.69689210612418,68.76025600537062,68.77455879128937,3711100
2015-08-04,69.93280792236328,70.06865706428441,69.48236851928996,69.5681688386474,3955000
2015-08-05,70.91950988769531,71.033904886635,69.99002529233366,70.08297156990427,4320400
2015-08-06,70.89090728759766,71.93478684528293,70.855155783294,71.25555190282294,6224000
